,Individual,Population,Cluster,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
339,individual339,PUR,5,-0.0080138036889584,0.0179582478621897,-0.016933760619149,9.75311500513303e-05,-0.0116998596613291,-0.00342590254284481,-0.0254591660836753,-0.001230485972764,-0.0039279029006198,-0.0769110972302294,-0.00855915137998655,0.0479571544824182,0.00914275599947999,-0.00219431880571418,0.0107588994223005,0.00566582118189421,0.00116229701143512,-0.0238168187351443,-0.00680366803934042,-0.0109068900123879,0.0178331424536784,-0.0294395058450209,0.0306469202116395,0.0107550947992193,-0.00395989545828327
340,individual340,PUR,5,-0.00636406890492094,0.0217441227360902,-0.0126362698419099,-0.0115069335585798,-0.00217398285431646,-0.00283900287226142,-0.0231623935160934,-0.00363996700242663,0.00803785997651655,-0.0304824355967792,0.00303898608134087,0.00858220679185882,0.0145946889308555,0.00228645080456931,0.00774201064611786,-0.00140958308335304,-0.00319872033761401,-0.0242882092150146,-0.00718964186599865,-0.00852455804350382,0.0146016334699115,0.0075037158985258,-0.00059068068370703,-0.00282423543131802,0.00208495149343054
341,individual341,PUR,5,-0.00267423503195084,0.0136218322152592,-0.0162953675431659,0.00645971011363937,-0.00266513245847481,0.000387019230114637,-0.0209549355654966,-0.00226804057457763,0.011584440773343,-0.0199504995089047,-0.014482729348709,0.0329786059933944,0.0162073617714048,0.000624477067377523,0.0223441414129685,0.00298167886415707,-0.00388111643363146,0.00472174829884156,-0.00524374716477055,-0.00997022287822466,0.0127045835801255,-0.0191804830934919,0.0202936188255664,-0.00284266341576929,-0.0233711013401433
342,individual342,PUR,5,-0.00329948433539867,0.016799921137358,-0.015102736630223,-0.00105033306715545,-0.00287563148324692,-0.0045054451585906,-0.0227071288416331,-0.000594203276232438,0.0028634530783257,-0.0623897963359406,-0.0133180107025559,0.0424513072703206,0.0123447821516286,-0.00733445022867517,0.0181419515468158,0.00560469810135244,-0.0128411786240211,-0.0258821825714712,-0.0157189739282757,-0.00702184735100379,0.0114540210905821,-0.00790839344778468,0.0141331767979375,-0.00472977816338446,-0.0218943871850075
343,individual343,PUR,5,-0.00806873143386557,0.0163342772603129,-0.0183789764480343,0.00689958703256824,-0.00576493390323211,-0.00420442688841938,-0.0242697710112101,-0.00281976933088227,-0.00111508912418923,-0.0655809989212417,-0.00939296238702307,0.0560324931573769,0.011910870120731,-0.01338773007167,0.016089908780474,0.00355573547555097,0.000182758695130785,-0.0226180510443202,-0.00976185117748285,-0.019810411728307,0.0136021942553684,-0.0122200680410564,0.0172175716051271,0.000925801499369195,-0.00389825189934659
344,individual344,PUR,5,-0.00197162672786671,0.0143078867893725,-0.0148733666876462,0.0021571602626387,-0.00334486934697053,-0.000856515627400319,-0.0209006944273854,-0.00415799672513884,-0.0081102622088404,-0.0564239902239033,-0.0083717041079119,0.0354762512462583,0.00675817236538071,-0.00828383679878009,0.0173646640504878,0.00737352077240976,-0.0030049901089543,-0.013965150776489,-0.00744176234673019,0.00226954861939874,0.00735855945126165,-0.00751895468117325,0.0215316871956419,0.00258537618255803,-0.00295412726012374
345,individual345,PUR,5,-0.00680396233276991,0.0180005095586243,-0.0179774255194957,0.00203204482142334,-0.00794747772185197,-0.00411501918938711,-0.0218850066199147,0.000368383516789245,0.00386937024132612,-0.0591209014970224,-0.00429568953678436,0.0375154777477473,0.00548426108247958,-0.0104250397177421,0.00581919021786655,0.0140532341381672,-0.0121227991981524,-0.0133091852695144,-0.0144965201125378,-0.01719435888461,0.0177894897773479,-0.0341622966905714,0.0281504436320454,-0.00230067628279285,-0.00411284744215828
346,individual346,PUR,5,-0.00564426677621058,0.0184114164244802,-0.0139421700703133,-0.00233889984376646,-0.00742235619603367,-6.15904218648787e-05,-0.0217036490947277,-0.00050213647385636,-0.00427248577757375,-0.0444773749679719,-0.00478482306024706,0.016288035380961,-0.00494880183854088,-0.0177333795073191,-0.00116490829575083,0.011329924600607,-0.00638655671077624,0.000361429679489515,-0.00523987434296393,-0.00446307467415682,0.00199813779941151,-0.012647249535453,0.0147852599404445,0.00883045020916006,0.00434684854315924
347,individual347,PUR,5,-0.00528998544998795,0.0150890280158286,-0.0169129797577671,0.00517524671936506,-0.0056705130955628,-0.00236049151862797,-0.0244755117956399,-0.0058636022974565,0.000882982923378287,-0.0563049116983229,-0.00541616821730161,0.0305387527188597,0.00995602001971233,-0.00931075426229074,0.0205718526733749,0.0137820366604462,-0.00303120352863476,-0.0104089716547464,-0.00957357856567532,-0.0138802142245541,0.023179111538069,-0.0298967880185716,0.030999637574281,0.00932362334045616,-0.0112997582987825
348,individual348,PUR,5,-0.00302400629208044,0.0170922810354503,-0.013257137142929,-0.000895387701783873,-0.00746190922984562,-0.00227060248903183,-0.0243386252053941,-0.0016429580147289,0.00629384415420522,-0.0123502807774058,-0.0100749573071962,0.0207440042120128,-0.00911962954701274,0.000657601144278431,0.0124566370839148,-0.0040225903733798,0.00743480252268411,0.00776905167022059,-0.00319631234204958,-0.00856212076768612,0.0119910752314404,-0.0303302269219294,0.0102325635089761,0.00817865041346516,-0.0103650301679489
349,individual349,PUR,5,-0.00450305688507226,0.0166917120765563,-0.0139625374923837,0.00130349524938754,-0.0027454127490192,-0.002265222289048,-0.0234025960906262,-0.00206006410481173,0.0075904823746765,-0.0275474734455336,-0.0114331064226905,0.0309382471404425,0.000527678669062537,-0.00933800955179491,0.017138734190695,0.00114336577761473,0.00107343566388038,-0.0147377313870881,-0.00688288381883228,-0.00680704763342263,0.00688836245438374,-0.0235124124512778,0.0285875543098116,0.0079993125880304,-0.022032950196302
350,individual350,PUR,5,0.00035372817504116,0.0144551445660973,-0.0121380253448342,0.00147686532644899,-0.00521276000787209,0.00423309554620483,-0.0237711704414863,-0.000678344661687154,0.00708313745183051,-0.0153727738844123,-0.00591718791031493,0.0136394863435824,0.0110418851114231,-0.00509796691309285,0.0163854067800562,0.0034529045803072,-0.00563149445964636,0.00210710873729548,-0.00910471368874895,0.00366308456639066,0.0166977709037712,-0.0148943759316435,0.0198153325618787,0.00312743762709538,-0.0183445617871803
351,individual351,PUR,5,-0.00480738804706502,0.0181359120907443,-0.0148733577240765,-0.00202814849117849,-0.00221025080337623,-0.000334013508148201,-0.0219512731423551,-0.00295505397495475,0.00233180639332226,-0.0580275568168124,-0.0119613620471926,0.0335666648909114,0.0134787891821464,-0.0140746212604687,0.0135884531501708,0.00155143509293942,-0.00514940469778009,-0.023851773286669,-0.0204528682050821,-0.0159077935877614,0.0310296656501457,-0.0152582676015913,0.0299548510050052,-0.0222762808352859,-0.0138150192148992
352,individual352,PUR,5,-0.00572321512858564,0.0192139540937486,-0.0148624765082261,-0.00183543622585257,-0.00306459203362785,-0.00399432734370604,-0.0265954966233156,-0.00281704078590848,0.00298150627436536,-0.0416287213433076,-0.016431146507018,0.0365989463887591,0.0117212638975554,-0.00188283840164608,0.0127579626502843,-0.00229279021109426,-0.00244187680594271,-0.0248581529926669,-0.0220246259418096,-0.0201043110606698,0.0228888895908085,-0.0269311977592058,0.0165974987589311,-0.000453948959666256,-0.0175994322176944
353,individual353,PUR,5,-0.00685268701679807,0.0186107639892374,-0.0167558590336005,0.00153762558917416,-0.0065483268781986,0.000964417177727767,-0.0239591871209402,-0.00440727350356501,0.00268701195790116,-0.0384082051597392,-0.0144348063174272,0.0396677122769219,0.00781888884485153,-0.0128377934981255,0.0182447902814681,-0.00282325039343647,-0.00115937137546361,-0.0232067680815088,0.00243995940896359,-0.00556921750481812,0.033051133436055,-0.0280899394725935,0.0291830053223525,0.00433651237528155,-0.0286317312486662
354,individual354,PUR,5,-0.00645296453360992,0.0184017759230527,-0.0168792732562625,-0.000132692503836513,-0.00584562214486407,-0.00236211553133431,-0.0299912857808568,-0.000812026712767219,0.00151862645030446,-0.0450490757252551,-0.0201360435677632,0.0373140631723907,-0.00273992390425685,-0.00896433324854767,0.0159966108779406,0.00292109152563585,0.0102542624261543,-0.016985764496454,-0.0114090979247306,-0.0147201327350996,0.0197137673546034,-0.0211670591938636,0.0346837083893725,-0.0100212176029831,-0.025422295521863
355,individual355,PUR,5,-0.00440465252622179,0.0167634418818931,-0.016504422326733,0.00425173489158262,-0.00840934506489856,-0.00484948506244705,-0.0259095645001029,-0.00336581871115243,-0.000111179592026173,-0.0605165371803278,-0.013838293359772,0.0441562305477465,0.0226234304340608,-0.0164069244581942,0.0196650907646026,0.00312066846592817,0.000124589050003559,-0.0387614959027307,-0.0143321700585112,-0.0172283101444077,0.0139590791345469,-0.0248318240963134,0.0247213080083796,0.000154962438902428,0.00355624419318796
356,individual356,PUR,5,-0.00344997115284417,0.0172763938381998,-0.016387185284148,-0.000434039737875302,-0.00333937588939374,-0.00217294111203819,-0.0244569825776901,-0.0038330251805706,-0.00116044744686958,-0.0656437546123135,-0.0191185993365057,0.0483214726916664,0.0135563104298866,-0.0151388784654441,0.0272962645337968,0.00579126590733411,0.00700766966732135,-0.0171308261733944,-0.0147223165042674,-0.0102406228724183,0.0232730055410869,0.00343412383985201,0.0186867188216879,0.00151070775691595,-0.0216915405863122
357,individual357,PUR,5,-0.0069127327424573,0.0191779974719332,-0.0151726033459654,-0.0034011451203222,-0.00953141407247842,-0.00141872377253539,-0.0215206260964621,-0.000282308702408628,-0.000742096913117627,-0.0433101185521134,0.000155698094696199,0.0195061190237119,0.00236889868520699,-0.00511387421785847,0.00676756483002451,0.011216782667626,-0.0130627829066009,-0.00332594633632256,-0.00736792323253366,-0.00272403634639166,0.0124149605625938,-0.0296069492008833,0.026333805332683,0.0175928903180489,0.0119132703898518
358,individual358,PUR,5,-0.00717617141899665,0.0210425567342455,-0.0134914620733693,-0.00720314514211016,-0.00443306409110961,-0.00144563484958836,-0.0210331799922524,-0.000320788743837889,-0.00531743016243575,-0.0364212995558527,0.00496124940313803,0.0204223873429507,0.00431428817477267,-0.0100393322074703,1.37681541716707e-05,0.00642043996824211,-0.00251147688007556,-0.00614325438639845,-0.00225458586210662,-0.00389345389866825,0.0175351484449037,-0.0230588270335819,0.0148356352984638,-0.00732691714497472,0.00659739992013363
359,individual359,PUR,5,-0.0014727846334404,0.0151240632972686,-0.0158456838940046,-0.00129846990930616,-0.00842069547638027,-0.00617076243449952,-0.0228234002931427,-0.00356673311425716,-0.000907130373584251,-0.0587175754098285,0.00036031971729867,0.029491128157645,0.0115994410474,-0.00599408468120305,0.00112831907956885,0.0104022124174113,-0.00367625782440857,-0.0112640409456561,-0.00320954653714051,-0.0100875338620782,0.022122204709318,-0.0185844886305256,0.0275808107121957,0.0031973469960573,-0.0105640939673513
360,individual360,PUR,0,0.0181702577302071,0.00378681551164975,-0.00863775251896797,-9.40773315138756e-05,-0.00178353517972184,0.00536977841870741,-0.00195216322465767,-0.0079945071205672,0.000400048912581049,-0.0231318329840007,0.0167258613744045,0.0286818841587597,0.0101861539347599,-0.00732479166014011,0.00756829952956335,0.0103055113564947,-0.00923557147652109,-0.00663952942172619,-0.00212268102550401,0.00153789317052514,0.0171430707704311,-0.0158024698118939,0.000236087897132439,-0.00921307545943635,0.00689386718812387
361,individual361,PUR,5,-0.00529260990646879,0.0173358178394372,-0.0164321948699689,-0.000208577539272067,-0.00234369236268893,-0.00151700052441256,-0.0203288745191957,-0.00100279200666167,-0.000731577461976789,-0.0488104895079971,-0.0115574829174337,0.0343679621142055,0.00991733099178419,-0.00267732604795207,0.00444774203135065,0.00193147131524842,0.00956950201085121,-0.0175834817113854,-0.0101534092417445,-0.0124010236704011,0.00862862298047702,0.00363760455377863,0.0127508324356927,-0.00434892048160888,-0.0216961940827343
362,individual362,PUR,5,-0.00587031001644147,0.018556939629242,-0.016960961672996,-0.000644757837848498,-0.00250851803800584,-0.000958821862316507,-0.025489203147772,-0.00250062518257591,-0.00724120288825398,-0.0523170505199014,-0.00570287344063239,0.0250434952762239,0.0130137116126479,-0.0092403108056825,0.00846670133874111,-0.00157441403438065,0.0135136296321454,-0.0262929558281259,-0.00861015091379388,-0.00869264784680755,0.00385471020715956,-0.00322431389218272,0.011278527040789,-0.00540569116960076,-0.00440603685630285
363,individual363,CLM,0,-0.00943454628367716,0.0239537077793984,-0.0145709839192592,-0.00874778719646013,-0.00620030097593539,-0.0053240700837732,-0.0250362501340256,-0.0103274665127881,0.00678201078154511,0.000107327890109387,-0.00261283820465612,0.0183246071740989,-0.0110988909125704,0.0132094273880356,-0.0123158625689214,-0.00826374884865935,0.00925040441628523,0.0252831547943524,0.0354852085126076,0.0183166824217666,-0.00819660830727709,0.054702089812952,-0.0338941376368162,-0.0233135390182977,-0.00666960060566106
364,individual364,CLM,0,-0.0114338517695643,0.0155026211332182,-0.0222186067664206,0.0141298723117956,-0.00621499468103666,-0.00278717115557283,-0.0209878052461706,-0.00268993772513665,-0.00746533039902794,-0.00537940612255698,-0.000444705283887666,0.0189381297562702,-0.001922077187516,-0.00344587808385115,-0.0115019913937222,-0.00202009666933111,0.0138154873625281,0.0275675449117135,0.0568742513806002,0.0265953208397119,-0.0163868419612625,0.0651680878563098,-0.0472023265420968,-0.00971199905522177,-0.00145190986082485
365,individual365,CLM,0,-0.0104012988395821,0.0217941704398134,-0.015103561498598,-0.00398317756872366,-0.00347472687926196,-5.04878209586783e-05,-0.0230496246565509,-0.00230634460444748,0.0065607427618772,-0.011953830827631,0.0153934284506461,0.00777323483573143,-0.00226006618345821,-0.00261431421619233,-0.0261412014449101,0.0113128835884557,0.00430873234195762,0.023085230915342,0.040470061528178,0.0179226403148379,-0.00353386559434403,0.0328629006424425,-0.0374244993994258,-0.000136224520594145,0.0189292800338235
366,individual366,CLM,7,-0.00980256502464867,0.0134098235760308,-0.0203706100894534,0.0170781342861274,-0.00497155539142884,-0.00237783810406068,-0.0189784847806361,-0.00322058342880657,0.00638070469104674,6.50273108726384e-05,-0.00169301214617871,0.0014880805045516,-0.00621888159963396,-0.00590538046501094,-0.00638583914679514,-0.00285695016972024,0.011035879346228,0.016104308060084,0.0207093824035507,0.0123022589026483,-0.00436323826991673,0.0199572345615656,-0.0128959689320705,-0.00421829684159546,-0.00955884219814508
367,individual367,CLM,7,-0.00806071744681939,0.0160195013899658,-0.0186167788718491,0.00996000645589202,-0.00385316100031439,0.00126911705004789,-0.0178184133902485,-0.00131631036153031,0.0129576528042446,0.00311890430616459,0.00344219019852124,0.000123976896535047,-0.0163058425545594,0.00588890105095154,-0.00563826327238411,-0.00115769078092911,0.00705082204146181,0.0146544486582634,0.00770835076238743,0.00693343511093382,-0.00670630374006633,0.0101666596106693,-0.00653805676909007,0.00461036140329689,-7.17163107471829e-05
368,individual368,CLM,0,-0.00517896480565438,0.0112223657846857,-0.0205223760843845,0.0167295969911672,-0.00251838276238574,-0.000660738303519136,-0.0091656151372445,-0.0018149193346364,0.00281109759260658,-0.0148810217701125,0.00639233303570413,0.0023333979503882,-0.0114471253164971,0.00723059114643321,-0.00386030529871808,-0.000862652583626444,0.00808368568420194,0.0186121094277911,0.0344604072032188,0.00114879723139322,-0.00476131019979508,0.032174275498295,-0.0481284167012533,0.00108236299132049,0.00556702063940816
369,individual369,CLM,7,-0.00768606335927544,0.0136518954354233,-0.019806943941144,0.0114431661208461,-0.00674749265181361,-0.00231081827516293,-0.0163538904463579,0.000179012824531948,3.17737339817872e-05,-0.025078039957039,0.00258509660529574,0.0118206638279071,0.00782800237607714,-0.0033857052083883,-0.0163656123135165,0.00423724293900888,0.00689871134409981,0.0247405050556993,0.0425505965584133,0.00924916729604,-0.0117212962158532,0.0411621343039501,-0.0360916941375854,0.00378847122027352,0.0206421662109569
370,individual370,CLM,7,-0.00921840778681626,0.0156059366110558,-0.018528878666928,0.012392087743452,-0.00446732953978797,-0.000182363340698658,-0.0207568744147826,-0.00332086230503454,0.00422955182707445,-0.020213234498777,0.00610263815177224,0.0141524541052576,-0.00381104813932097,0.00208098579818979,-0.0142334749396,0.00605950097090371,0.00160561504169159,0.0300650997569073,0.040189828952857,0.0188080199654782,-0.0216890485003991,0.038210696010383,-0.0317745716895856,-0.010230075925163,0.0148846680550264
371,individual371,CLM,7,-0.00867526065861184,0.015284241361972,-0.0199623567550983,0.0127848196712195,-0.00808039955193419,-0.00183390545859213,-0.0197100591241686,-0.00565575751469875,-0.00460318971965582,-0.0138819455874221,0.00978409003284535,0.0050652337757243,-0.00621399886953796,0.00187917007601281,-0.0186222977184365,0.00317497693843656,-0.0109314399879436,0.0279804992909828,0.0487491483674466,0.0179593455119666,-0.0046243164767225,0.0345106763874024,-0.036728135946813,0.00641092358887048,0.0181428170909235
372,individual372,CLM,0,-0.01014190044326,0.0202268754007916,-0.0183958175994896,-0.00112029161696059,-0.00727221985962689,-0.00626808670251609,-0.0213874960131457,-0.0029522591552454,0.00700576806339257,-0.0148354826518993,0.00527978724819081,0.0132635724399753,-0.00219917639188882,0.000493647036134965,-0.0129802132163892,3.25717306326226e-05,0.0025470074179288,0.028009435954999,0.0364833879300365,0.022113089810674,-0.0121192542954036,0.0383143915146927,-0.0354101428079661,-0.00115872271457326,0.0128492413348256
373,individual373,CLM,0,-0.00604332914013608,0.0145966430216088,-0.0184951089660148,0.00832506534349983,-0.00426237231444268,-0.00041982655606512,-0.0187624743578013,0.00431125742163832,-5.98414686821283e-05,-0.00865117573389647,-0.00139826260557803,0.00970053402771202,-0.00221588204184085,-0.00718792118853514,-0.00828527678793334,0.00377732243134411,0.000792343676918871,0.0242700877160664,0.0302744477040235,0.0191131951938633,-0.0102066452364139,0.0332183059783617,-0.0334264705705706,-0.00643122416710359,0.00696884491832013
374,individual374,CLM,7,-0.00756035520638795,0.0133670758005856,-0.0211465065612901,0.0135219904582747,-0.00648257532401761,-0.000964313759800258,-0.0161755710473694,0.000640164833698154,0.00471430475637311,-0.0273177614164785,0.00407950600209489,0.0136995724000281,-0.00435832727026228,-0.00898118950015817,-0.0146836028833698,0.00442958189247337,0.00535537386168737,0.0256682540087843,0.0396503870151382,0.0169975204870087,-0.00843737327835358,0.039732489628856,-0.0209295245439747,-0.00101571706399888,0.0226554919138647
375,individual375,CLM,7,-0.0111052572208309,0.0124253235748339,-0.0241597836821564,0.0238268524742784,-0.00723461003948558,-0.00471917770372174,-0.0165561806603264,-0.0012821554413941,0.00221807894759505,-0.0211567478593076,-0.00508403767676951,0.0143517282387694,-0.00506304995438993,-0.000864346997796028,-0.0113158877659178,0.000997248944501793,0.00794807313059647,0.0235711246298487,0.0533218573500851,0.0166602518322831,-0.00472711133551962,0.0552900249306868,-0.0358039789832999,-0.0113346133564398,0.0065427789926793
376,individual376,CLM,0,-0.00374366801133041,0.0105653355202044,-0.020393207159526,0.0184112654714186,-0.00705261688183297,0.0023623158797781,-0.0127778277320089,-0.000283625777869308,0.00386798801122754,-0.00162579918101575,0.014212157981742,0.00163244406299427,-0.00491034346158468,-0.00322181959975004,-0.00722617033265823,0.00106547834441701,0.00430373550692029,0.0211492497924257,0.0335684562560885,0.0110514787766259,-0.0138597488567545,0.0290505672968144,-0.0340469047549654,-0.000742140334470486,0.00068955637595294
377,individual377,CLM,7,-0.00995763283490369,0.0147709320039598,-0.0214796529069595,0.0129434624055295,-0.00549272663369604,-0.000585812514630105,-0.0200231150831903,0.000622972570665891,0.00759047074179311,-0.0158289015263248,0.0146601752905656,0.0220679776317163,-0.00560902779953425,-0.00520067165404355,-0.0073376236544913,0.0041235212644334,0.00765000233556744,0.034602404272193,0.0375921937387114,0.0161191084599292,-0.0127414307045922,0.0438189970497808,-0.0326225029317078,-0.0151918152019871,0.00943286578527933
378,individual378,CLM,0,-0.0040310146615655,0.00662288056137779,-0.0219946390734461,0.0268124957216396,-0.00902327624821389,0.00373275518324303,-0.0129709106645686,-0.000897420147042573,0.000271757773723164,-0.00676145841778816,0.00700985288029261,0.0106932651662676,0.00741776347578909,0.00458313048705213,-0.0111056835894134,0.00448706344995555,0.0043449754021356,0.0281827192303667,0.030451168919726,0.0162182282562457,-0.00663601006200486,0.039469462437219,-0.0252118013484379,-0.00473067847421439,0.00426298548345581
379,individual379,CLM,0,-0.0098153862402043,0.0155227854830066,-0.0207826925726963,0.0125005059846087,-0.00555329309628442,-0.00437016296905128,-0.0154183784778152,-0.00188480788263241,-0.0025445416774601,-0.0130985008369501,-0.00200208067805448,0.0144416176866484,0.002665417577215,0.00420308838158586,-0.0165915879401055,0.00373961037944518,0.00510904353670994,0.0373700949636174,0.0431230083364837,0.00939012452968712,-0.00305781058986257,0.0371877579413426,-0.0342242195513165,-0.0111499264185191,-0.00096551913018024
380,individual380,CLM,7,-0.00819875075569184,0.00590150289287894,-0.0266175843890474,0.0325592267205363,-0.0036454375190651,-0.00368981347314572,-0.00996537344494813,0.000143641707650917,-3.28407572705669e-05,-0.0169376538390242,0.00158607393353994,0.0166273479108336,0.00133842102260736,0.00361045121095895,-0.00826998701084162,-0.00507066738685394,0.00783096650939351,0.0315620042757893,0.0445869609179018,0.0154441309329359,0.00168182447459073,0.0525339459695859,-0.0381161437553562,-0.024223780088199,0.000421071182720036
381,individual381,PUR,5,-0.00287193065663654,0.0152518922313687,-0.0157192414487497,0.00418419415048793,-0.00835541488754345,0.000648420389503829,-0.0261425065023668,-0.00177129866314768,0.0111866605757376,-0.0360254753195432,-0.0164323267621067,0.0374378158343431,0.0110213915645095,-0.0099441178129108,0.00503112815507701,-0.00481447564996315,-0.00269649106916419,-0.00292189880476945,0.00131787830212756,-0.00914493280986741,0.0202386372402854,-0.0128288609116438,0.0198986987428282,-0.0129700442845486,-0.0361339251786076
382,individual382,PUR,5,-0.00654282421249596,0.0178361686516038,-0.015583962581342,0.00343173077153002,-0.00613240409572139,-0.00285601164059362,-0.0295898492326837,-0.00141036548359864,0.00238618189755234,-0.0498405243638583,-0.0112256962561033,0.0421853593547348,-0.00386222615133814,-0.00785619712323706,0.0185643952146002,-0.0102762953419371,-0.011801398364342,-0.0171174284106215,-0.0150590574196113,-0.0133147727444084,0.0023525879530471,-0.0260799264028596,0.0290219982994292,-0.00420886340326887,-0.0258255350907419
383,individual383,PUR,5,-0.00651966178349802,0.019795371119492,-0.0148756286455489,-0.00190001948611737,-0.00987106852970062,-0.000640019172149543,-0.0311960377772957,-0.00224066922048957,0.00240962750135355,-0.0303505948419681,-0.0101421861320937,0.0303398159304965,0.00365178569046643,0.000754800763785253,0.0164147830990157,-0.00583809584819001,0.00861411111664132,-0.00251743103583483,-0.0063260205835474,-0.00906339724449485,0.00853033242846139,-0.0263763741374003,0.014838871815332,-0.00932515057581245,-0.0200163311499367
384,individual384,PUR,5,-0.000747858973994294,0.0148141521910123,-0.014423544616568,0.00225946560741268,-0.00392584807387552,0.000452648700894315,-0.0211897012213475,-0.00147405417677599,0.000397736617631042,-0.0331295278613431,-0.0199956445917813,0.0331643655422975,0.00636949603710518,-0.00954368266632223,0.014501373544293,0.00411630928938071,0.0121520057158391,-0.0365672353547492,-0.0191228608715281,-0.0281924284518148,0.00713169017712484,-0.0184402856582478,0.0159114900019106,-0.0170510814724696,-0.0172264737844086
385,individual385,PUR,0,-0.00955636039119748,0.0230454814248386,-0.0118030070489243,-0.0109958294828283,-0.00507995424242934,-0.00558340649404122,-0.032912818799396,-0.00794157260864747,-0.00340278069002888,-0.0406164642361744,-0.0053721243975034,0.0224817570997892,0.0051852039454418,-0.00905015207925897,0.0167026285802733,0.00105534133377205,0.00664399268847131,-0.0206596209314265,-0.00849485212585886,0.000114724662140758,-0.00219147842414232,-0.0144178416336961,0.0153679945246713,0.00552924200420069,-0.00907963630799903
386,individual386,PUR,5,-0.00595008493235556,0.0166822577573496,-0.0172368310660069,0.00200752686915997,-0.00913334259127322,-0.0016058493608381,-0.0222030905699096,0.00285016493107518,0.00121338053031758,-0.0520608445389185,0.00502177618195283,0.0361202968849396,-0.000276004666366939,-0.00675847835205778,0.00169397779226072,-0.00482200677440341,-0.0022412133807403,-0.009173868967043,-0.00227700340797411,-0.00591799600979761,0.0131068463586805,-0.0241757819600047,0.0268332926019924,0.00111017539001942,0.000657491872582896
387,individual387,PUR,5,-0.00283637953310826,0.0148778262943686,-0.01470057346564,0.000238133195542393,-0.0036574563756168,-0.00621567695098216,-0.0154369816075206,-0.00669360476713738,0.000478653280713824,-0.052387559746647,-0.00879272147569643,0.0333531734759271,5.9187264581204e-05,-0.014948634459759,0.0169574630233731,0.00254227870541352,-0.00869063472141924,-0.0239782313294256,-0.0066491358419946,-0.0125038272879812,0.0125571452997022,-0.0192007359758282,0.015264895273887,0.00990855974146566,0.00730950080539483
388,individual388,PUR,0,-0.00749190402327375,0.0228497732170218,-0.0130695870088945,-0.0119570133893479,-0.00822127717770346,-0.00603676742981584,-0.0299686653743012,0.000399776193190575,0.00360278593746088,-0.0510031398805429,-0.00312097245976662,0.0286565747577466,0.00394726637999978,-0.0138002588311521,-0.00140573459213648,0.0172748804808065,-0.00780042826502735,-0.00725082311816877,-0.00943890653379117,-0.0084889198464,0.00624858454491262,-0.0156902634576965,0.0245753912458288,0.00888346806316124,0.0123755495249658
389,individual389,PUR,5,-0.00821761220270483,0.0198395253628271,-0.0156165837358444,-0.00421444554323557,-0.00620292430734283,-0.00234715240678832,-0.0237053656016505,-0.00388232721138197,-0.00316421448351612,-0.051092246453897,-0.00449342518742388,0.038204886331636,0.00536779676513758,-0.0108609530166049,0.00837344951745296,0.0166039667561449,-0.00694947494260338,-0.0162657325155301,-0.00231006244127403,-0.0151981665387679,0.0150346947865607,-0.00842065563500064,0.0198667365068477,0.00863633156754257,-0.00017967276118207
390,individual390,PUR,5,-0.00680845841614922,0.018769438239641,-0.0166012608585547,0.000731905147770959,-0.00257455884947441,-0.00186154438920274,-0.0188690845877459,-0.00239209030626866,-0.00127397656260652,-0.0406016801595816,-0.0196714812629832,0.0387761121208567,0.00743989185523296,-0.00496392953565094,0.0187741750460151,0.000329195560192729,0.00594286487993214,-0.0309617093001919,-0.0129598786791685,-0.0242123498582628,0.0144149906784329,-0.00519316158696834,0.0268376011740999,-0.00902789651061599,-0.025463826124829
391,individual391,PUR,5,-0.00791968581620691,0.0171322303606539,-0.0172273237130143,0.00338063272762234,-0.0025748043122227,-0.00183105280436984,-0.0240967562708827,-0.00288467657136189,-0.0050047248661239,-0.0711560243542005,-0.0180130935730677,0.0494961332914096,0.0110981077640468,-0.00639613315045298,0.026023563229844,-0.000738582890418407,-0.000969014286194518,-0.0415242948132421,-0.0293418924386899,-0.0267665085771485,0.0221200333194307,-0.0195876178875005,0.0412923468999521,-0.00465903632765609,-0.0220269815448223
392,individual392,PUR,5,-0.0050878522325445,0.0170387760568873,-0.016711621546433,0.00291569121533695,-0.00445586782836066,0.00124693157132276,-0.0244193750039414,-0.00082609992938849,-0.00383416059979112,-0.0531092611585382,-0.0177198561313804,0.0462867156556239,0.0078750011396676,-2.70690702901815e-05,0.0211105472340298,0.00483220402976731,0.00129635152600002,-0.0246275431603703,-0.0111448958005038,-0.0160029069764681,0.00496676833007033,-0.0194850401829793,0.0307241853348889,-0.00952432140977848,-0.0228833327788871
393,individual393,PUR,5,-0.00559356264582064,0.0173843777223674,-0.0172834890693894,0.00336177699807316,-0.0016348382873839,-0.0039499931467309,-0.0290088317374884,-0.00547004996504118,-0.00590778078842248,-0.0617848047597579,-0.0037255257033306,0.0553410148849646,0.0168532631538486,-0.00222153653443074,0.0241744393384941,0.00599616796630952,-0.00920764555502234,-0.0370988104068198,-0.0172403511513933,-0.0172278826651515,0.018709427998522,-0.0317396220515081,0.0273038173330452,-0.00848611506705589,-0.0190052007760685
